Modelo,Base,Otimizador,Replica,Inf_cut,Sup_cut,MAPE_otimizador,MAPE_test
RandomForest,house_rent,direct,2,0.010745313214449045,0.9910836762688614,0.3659478724810672,0.33217948013597665
RandomForest,house_rent,direct,1,0.010745313214449045,0.9910836762688614,0.3659478724810672,0.334204481340624
RandomForest,house_rent,brute,5,0.0,0.00025,0.37207823385102207,0.3151622601153951
RandomForest,house_rent,brute,4,0.0,0.00025,0.37207823385102207,0.32449315254626515
RandomForest,house_rent,brute,3,0.0,0.00025,0.37207823385102207,0.32852104372844526
RandomForest,house_rent,brute,2,0.0,0.00025,0.37207823385102207,0.416239043868358
RandomForest,house_rent,brute,1,0.0,0.00025,0.37207823385102207,0.3079989029642493
RandomForest,employee_performance,differential-evol,5,0.20900902169303293,0.8888806299704779,0.03672730473553808,0.0683603512961079
RandomForest,employee_performance,differential-evol,4,0.2087943105662518,0.8843438043597954,0.03672730473553808,0.049795497576391144
RandomForest,employee_performance,differential-evol,3,0.2029550239819482,0.5855287514085917,0.03711046574088995,0.07173347457938248
RandomForest,employee_performance,differential-evol,2,0.20781603633745244,0.8944045461798494,0.03672730473553808,0.04904823600043872
RandomForest,employee_performance,differential-evol,1,0.20869186955399333,0.8903139210638581,0.03672730473553808,0.046206021207541935
RandomForest,employee_performance,direct,5,0.2078189300411523,0.8950617283950617,0.03672730473553808,0.07815219894303732
RandomForest,employee_performance,direct,4,0.2078189300411523,0.8950617283950617,0.03672730473553808,0.07535686098227483
RandomForest,employee_performance,direct,3,0.2078189300411523,0.8950617283950617,0.03672730473553808,0.07059680534595596
RandomForest,employee_performance,direct,2,0.2078189300411523,0.8950617283950617,0.03672730473553808,0.08078559229561093
RandomForest,employee_performance,direct,1,0.2078189300411523,0.8950617283950617,0.03672730473553808,0.07110707885584884
RandomForest,employee_performance,brute,5,0.20750000000000002,0.8887499999999999,0.03672730473553808,0.05499097525874357
RandomForest,employee_performance,brute,4,0.20750000000000002,0.8887499999999999,0.03672730473553808,0.06892433679243429
RandomForest,employee_performance,brute,3,0.20750000000000002,0.8887499999999999,0.03672730473553808,0.06692366287650461
RandomForest,employee_performance,brute,2,0.20750000000000002,0.8887499999999999,0.03672730473553808,0.055541590583814034
RandomForest,employee_performance,brute,1,0.20750000000000002,0.8887499999999999,0.03672730473553808,0.06618783988001883
RandomForest,car_price,differential-evol,5,0.5260853433441731,0.9422251112429844,0.18210893764683436,0.19393225171615613
RandomForest,car_price,differential-evol,4,0.5295892023979019,0.9438221550228798,0.18187956319879403,0.1880904916838487
RandomForest,car_price,differential-evol,3,0.5296162386724944,0.9437478348092613,0.18187956319879403,0.19204284740833605
RandomForest,car_price,differential-evol,2,0.5240341528945671,0.9422140879397973,0.18210893764683436,0.18559638547588536
RandomForest,car_price,differential-evol,1,0.5260239031272854,0.9422743327398408,0.18210893764683436,0.18934742871295843
RandomForest,car_price,direct,5,0.5246913580246912,0.9430727023319616,0.1825910510668095,0.18355227180106654
RandomForest,car_price,direct,4,0.5246913580246912,0.9430727023319616,0.1825910510668095,0.19854743181487863
RandomForest,car_price,direct,3,0.5246913580246912,0.9430727023319616,0.1825910510668095,0.19385317104181057
RandomForest,car_price,direct,2,0.5246913580246912,0.9430727023319616,0.1825910510668095,0.18608283437397682
RandomForest,car_price,direct,1,0.5246913580246912,0.9430727023319616,0.1825910510668095,0.19061026744921933
RandomForest,car_price,brute,5,0.5243103027343746,0.9430651855468748,0.1825910510668095,0.19613173354305577
RandomForest,car_price,brute,4,0.5243103027343746,0.9430651855468748,0.1825910510668095,0.18881607505665943
RandomForest,car_price,brute,3,0.5243103027343746,0.9430651855468748,0.1825910510668095,0.19111978607632682
RandomForest,car_price,brute,2,0.5243103027343746,0.9430651855468748,0.1825910510668095,0.18938671036448335
RandomForest,car_price,brute,1,0.5243103027343746,0.9430651855468748,0.1825910510668095,0.19160626608322645
RandomForest,Blueberry_Yield,differential-evol,5,0.4778167684715165,0.9186685957684748,0.022407834850190957,0.024344530245917387
RandomForest,Blueberry_Yield,differential-evol,4,0.4771391859520071,0.9179839160658829,0.022407834850190957,0.023207823287504734
RandomForest,Blueberry_Yield,differential-evol,3,0.4862264584551263,0.9096903279899677,0.02238523001864463,0.022467294040062043
RandomForest,Blueberry_Yield,differential-evol,2,0.48632909942571095,0.9088320905616716,0.02238523001864463,0.02421525784916673
RandomForest,Blueberry_Yield,differential-evol,1,0.4866878338075209,0.8303945247354928,0.0223073882590985,0.02369830794580317
RandomForest,Blueberry_Yield,direct,5,0.48628257887517146,0.9046639231824417,0.02239884164420925,0.022661208721099245
RandomForest,Blueberry_Yield,direct,4,0.48628257887517146,0.9046639231824417,0.02239884164420925,0.021910501635675775
RandomForest,Blueberry_Yield,direct,3,0.48628257887517146,0.9046639231824417,0.02239884164420925,0.02317268163633926
RandomForest,Blueberry_Yield,direct,2,0.48628257887517146,0.9046639231824417,0.02239884164420925,0.02063929298564134
RandomForest,Blueberry_Yield,direct,1,0.48628257887517146,0.9046639231824417,0.02239884164420925,0.023669121860576115
RandomForest,Blueberry_Yield,brute,5,0.6000000000000001,0.7453125,0.02359376306290401,0.02173343009896308
RandomForest,Blueberry_Yield,brute,4,0.6000000000000001,0.7453125,0.02359376306290401,0.02352609956766769
RandomForest,Blueberry_Yield,brute,3,0.6000000000000001,0.7453125,0.02359376306290401,0.025420630983585043
RandomForest,Blueberry_Yield,brute,2,0.6000000000000001,0.7453125,0.02359376306290401,0.023638077694021112
RandomForest,Blueberry_Yield,brute,1,0.6000000000000001,0.7453125,0.02359376306290401,0.024319230281773463
RandomForest,bike_sharing_hour,differential-evol,5,0.015736309390356973,0.4090952899401157,0.4014724512323343,0.4075343132842018
RandomForest,bike_sharing_hour,differential-evol,4,0.05306370216848327,0.45386215659447826,0.4022394748805212,0.3808398032311349
RandomForest,bike_sharing_hour,differential-evol,3,0.018542102830930884,0.4073584218601638,0.4014724512323343,0.40052974989956197
RandomForest,bike_sharing_hour,differential-evol,2,0.016873288935654263,0.45155898489444823,0.402117317379321,0.39448187416678754
RandomForest,bike_sharing_hour,differential-evol,1,0.018904836740512354,0.4076016442662246,0.4014724512323343,0.40046973742764996
RandomForest,bike_sharing_hour,direct,5,0.018518518518518545,0.4094650205761317,0.4014724512323343,0.41374992972827623
RandomForest,bike_sharing_hour,direct,4,0.018518518518518545,0.4094650205761317,0.4014724512323343,0.4000603076992411
RandomForest,bike_sharing_hour,direct,3,0.018518518518518545,0.4094650205761317,0.4014724512323343,0.4033230652407082
RandomForest,bike_sharing_hour,direct,2,0.018518518518518545,0.4094650205761317,0.4014724512323343,0.39287464452254417
RandomForest,bike_sharing_hour,direct,1,0.018518518518518545,0.4094650205761317,0.4014724512323343,0.40450201004204644
RandomForest,bike_sharing_hour,brute,5,0.05015625,0.4528125,0.4022394748805212,0.4100082139052556
RandomForest,bike_sharing_hour,brute,4,0.05015625,0.4528125,0.4022394748805212,0.40255374062509197
RandomForest,bike_sharing_hour,brute,3,0.05015625,0.4528125,0.4022394748805212,0.39921826519315523
RandomForest,bike_sharing_hour,brute,2,0.05015625,0.4528125,0.4022394748805212,0.40132530967920216
RandomForest,bike_sharing_hour,brute,1,0.05015625,0.4528125,0.4022394748805212,0.3951513666797322
RandomForest,wind_dataset,brute,5,0.0,0.15000000000000002,0.34846965449613,0.34775135272573066
RandomForest,wind_dataset,brute,4,0.0,0.15000000000000002,0.34846965449613,0.3562246424083473
RandomForest,wind_dataset,brute,3,0.0,0.15000000000000002,0.34846965449613,0.34875385107176515
RandomForest,wind_dataset,brute,2,0.0,0.15000000000000002,0.34846965449613,0.3426332112690291
RandomForest,wind_dataset,brute,1,0.0,0.15000000000000002,0.34846965449613,0.34446898055304187
RandomForest,wind_dataset,differential-evol,5,0.14225304396489297,0.15535871044149918,0.34830507990995724,0.3396984154530368
RandomForest,wind_dataset,differential-evol,4,0.04137954538219557,0.15474822607954314,0.34830507990995724,0.3442403132431146
RandomForest,wind_dataset,differential-evol,3,0.08958096676452215,0.1538429236947575,0.34830507990995724,0.35258752714453756
RandomForest,wind_dataset,differential-evol,2,0.10232654469627506,0.15628318257274432,0.34830507990995724,0.34879279899976084
RandomForest,wind_dataset,differential-evol,1,0.09531282301789046,0.1550984798548911,0.34830507990995724,0.3421987947017004
RandomForest,wind_dataset,direct,5,0.09259259259259262,0.154320987654321,0.34830507990995724,0.3557323817047696
RandomForest,wind_dataset,direct,4,0.09259259259259262,0.154320987654321,0.34830507990995724,0.34866615846709054
RandomForest,wind_dataset,direct,3,0.09259259259259262,0.154320987654321,0.34830507990995724,0.35347665768589903
RandomForest,wind_dataset,direct,2,0.09259259259259262,0.154320987654321,0.34830507990995724,0.35134308797783387
RandomForest,wind_dataset,direct,1,0.09259259259259262,0.154320987654321,0.34830507990995724,0.35076207938427045
